(Parent) ASIN,(Child) ASIN,Title,Sessions – Total,Sessions – Total – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B009JTVUI4,B009JTVUI4,"Cadbury Composite Drinking Chocolate, 2kg (Pack of 2)",51,3,0.01%,0.01%,57,3,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0845J6XY8,B009M3Q4RE,Alara Fruity Oats Gluten Free Muesli 500 g,2,0,0.00%,0.00%,2,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B009RK9XUW,B009RK9XUW,Pom Bear Salted Original Potato Snacks 19 g (Pack of 36),2,0,0.00%,0.00%,2,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00A47Y3OI,B00A47Y3OI,Malay Taste Kicap Manis 150ml,20,0,0.00%,0.00%,27,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00A480634,B00A480634,Le Guerandais Fleur De Sel From Guerande 125 g,77,4,0.01%,0.01%,99,6,0.01%,0.02%,3.23%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00A49CMJ4,B00A49CMJ4,Monin Cinnamon (3 x 0.7 l),14,0,0.00%,0.00%,17,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B088MH7KY6,B00A6WK61A,Twinings Earl Grey Envelope Tea Bags (Packs of 300),48,6,0.01%,0.02%,63,6,0.01%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00ABXV5JG,B00ABXV5JG,Deli Supplies 3 x Rolls Refill Wrapmaster 4500 Baking Parchment Paper 50M x 45cm Great Value,4,1,0.00%,0.00%,5,2,0.00%,0.01%,20.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0C3CV8DRB,B00AE1UGTU,"Colman's Fresh Garden Mint Sauce, 2.25 Litre",196,0,0.03%,0.00%,271,0,0.03%,0.00%,0.40%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00AJSE60I,B00AJSE60I,Nielsen-massey Rose Water 60ml,4,0,0.00%,0.00%,21,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00AJSEELE,B00AJSEELE,Truvia Truvia Sweetener Jar 270g (Pack of 3),27,1,0.00%,0.00%,42,1,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00AWIFIDO,B00AWIFIDO,Wrapmaster Aluminum foil 3000,117,8,0.02%,0.03%,178,11,0.02%,0.03%,1.32%,10.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00AYY7YO2,B00AYY7YO2,Lkk Premium Light Soy Sauce - 500ML,4,1,0.00%,0.00%,4,1,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00AZLDNZS,B00AZLDNZS,"Pot Noodle Chick and Mushroom Noodles, 90g (Pack of 12)",2,0,0.00%,0.00%,8,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00B80FFOM,B00B80FFOM,Kuhne Barrel Sauerkraut 810 g,100,3,0.01%,0.01%,137,6,0.01%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00BDLDBVU,B00BDLDBVU,Cafe Maid Coffee Creamer Individual Portions - 120,341,7,0.05%,0.03%,457,8,0.05%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00BFGMMBI,B00BFGMMBI,Ktc Sunflower Oil 5ltr,"1,606",33,0.21%,0.12%,"2,137",45,0.22%,0.12%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00BIECGZE,B00BIECGZE,Béghin Say La Perruche Pure Cane Brown Rough Cut Cubes 1kg SUBR1K,14,2,0.00%,0.01%,20,4,0.00%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00BIEE34Q,B00BIEE34Q,BÚghin Say La Perruche Pure Cane White Rough Cut Cubes 1kg SUWH1K,44,3,0.01%,0.01%,55,5,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0B1YQF1J5,B00BM6IJ6S,"Special Ingredients Agar Agar 500g Premium Quality Powder Vegan Gelatine, European, Suitable for Vegan's & Vegetarian's, Non GMO, Gluten Free, Recyclable Container",200,16,0.03%,0.06%,241,18,0.02%,0.05%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00BM8H2U0,B00BM8H2U0,Chalkboard Marker Pen - 15mm Line White. Water based.,8,1,0.00%,0.00%,8,1,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00BPAO6B8,B00BPAO6B8,Opies Pickled Walnuts In Malt Vinegar 300 g (Pack of 3),4,0,0.00%,0.00%,5,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00BPAOSV6,B00BPAOSV6,Twinings Pure Green Tea 80 Tea Bags (Pack of 4 x 20 Tea Bags),814,99,0.11%,0.37%,997,130,0.10%,0.35%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00BSU62YO,B00BSU62YO,Shinshu Miso Awase - Hikari Miso Paste 1kg - DATED 03/04/13,21,0,0.00%,0.00%,30,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0D3HXZGSC,B00BV4V55S,Vanish Oxi Action Fabric Stain Remover Powder 4800g - Pack of 2,173,6,0.02%,0.02%,255,7,0.03%,0.02%,1.69%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00C2U5EW0,B00C2U5EW0,"Securit Original Chalk Marker Pen Blister Pack, 1-2mm Nib Pack of 4 - White, Liquid Chalk Pens, Whiteboard Markers, Chalk Pens for Blackboard, White Erasable Pens",15,0,0.00%,0.00%,16,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B093CPH8Q9,B00CBJX9V0,Folkingtons Pure Pressed Valencia Orange Juice - 12 x 250ml Bottles,283,27,0.04%,0.10%,371,53,0.04%,0.14%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00CCG7KNK,B00CCG7KNK,Callebaut White Chocolate Mousse Powder 800 g (Pack of 2),3,0,0.00%,0.00%,3,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F59VV357,B00CCG7XQO,Callebaut Dark Chocolate Mousse Powder 800 g (Pack of 2),6,1,0.00%,0.00%,6,1,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00CCG7ZOO,B00CCG7ZOO,Callebaut White Chocolate Rubens Pencils 20 cm 900 g,4,0,0.00%,0.00%,4,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00CCG80FC,B00CCG80FC,Callebaut Dark Chocolate Rubens Pencils 20 cm 900 g,2,0,0.00%,0.00%,2,0,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00CCG80G6,B00CCG80G6,Callebaut White Chocolate Shavings 2.5 Kg,2,0,0.00%,0.00%,3,0,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00CCG80JI,B00CCG80JI,Callebaut Dark Chocolate Shavings 2.5 Kg,6,1,0.00%,0.00%,8,1,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00CCG82XM,B00CCG82XM,Callebaut Chocolate Milk 33.6 Percent Easi-Melt Buttons Callets 1 Kg (Pack of 2),13,0,0.00%,0.00%,17,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00CF46QR0,B00CF46QR0,Biona Organic Hemp Seed Oil 250ml (Pack of 3),4,0,0.00%,0.00%,4,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0BCM92VB6,B00CSUHUH6,Fanta Orange 330ML Packof 24 Cans,54,1,0.01%,0.00%,68,1,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00CXLMCSW,B00CXLMCSW,"Wrapmaster Number 4500 Cling Film Rolls, Pack of 3",80,12,0.01%,0.04%,102,13,0.01%,0.04%,1.09%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B083JWJTZ1,B00D1H4E7E,"Baba Ghanoush , Eggplant Dip (380g - 13.5oz)",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00DDJZDQQ,B00DDJZDQQ,Cawston Press | Kids Apple & Pear Juice | 6 x 3x200ml,9,0,0.00%,0.00%,12,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0DFVLC2J7,B00DHELW76,Fentimans Curiosity Cola - Botanically Brewed Cola - Exquisitely Crafted & Refreshing Soft Drinks - Gluten-Free and Vegan Friendly Soft Drinks - 12 x 275ml Bottles,"1,159",24,0.15%,0.09%,"1,560",37,0.16%,0.10%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0DFVLC2J7,B00DHEV0PA,Fentimans Rose Lemonade - Botanically Brewed Lemonade made with Lemon Juice - Exquisitely Crafted & Refreshing Soft Drinks - Gluten-Free and Vegan Friendly Soft Drinks - 12 x 275ml Bottles,894,43,0.12%,0.16%,"1,283",61,0.13%,0.17%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00DJ5T7A2,B00DJ5T7A2,"Lee Kum Kee Char Siu Sauce, Honey Barbeque, Vegetarian, No Added MSG, 225 g (Pack of 6)",161,1,0.02%,0.00%,198,1,0.02%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F9FSJF6G,B00DJ5T7A2,"Lee Kum Kee Char Siu Sauce, Honey Barbeque, Vegetarian, No Added MSG, 225 g (Pack of 6)","1,138",15,0.15%,0.06%,"1,503",17,0.15%,0.05%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00DT1E9IQ,B00DT1E9IQ,"Colman's Dijon Mustard, 2.25 Litre",64,1,0.01%,0.00%,70,1,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FJ91PW92,B00DUSJHTE,"Lee Kum Kee Chiu Chow Chilli Oil Sauce, Vegan, 170 g (Pack of 6)","2,055",25,0.27%,0.09%,"2,800",34,0.29%,0.09%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00SB9D8SI,B00DX05ER8,Maggi Rich & Rustic Tomato Sauce 3kg,151,5,0.02%,0.02%,189,10,0.02%,0.03%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FVGJNXRT,B00DX05ER8,Maggi Rich & Rustic Tomato Sauce 3kg,21,2,0.00%,0.01%,32,3,0.00%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B01MAWP0R0,B00DX05HK2,Maggi Béchamel Sauce 2kg | Suitable for Vegetarians,237,12,0.03%,0.04%,327,16,0.03%,0.04%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0CHSM97PV,B00DX4S9Y4,Lavazza Dek Decaffeinated Natural Method Ground Coffee 250g (Pack of 4),"1,178",48,0.16%,0.18%,"1,612",62,0.16%,0.17%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B07MFNYMNX,B00DYQ2YJ2,"Hellmann's Real Mayonnaise, 2 Litres",26,1,0.00%,0.00%,29,1,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0CLXTXTK1,B00E0KFK8I,Monin Syrup Vanilla Sugar Free 1ltr and Pump,30,0,0.00%,0.00%,39,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00E5LT97U,B00E5LT97U,Cawston Press Kids Blend Apple & Mango 6 x 200ml,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B09TLBTP51,B00E9TAHRO,Special Ingredients Zorbit Tapioca Maltodextrin 500g Premium Quality,26,2,0.00%,0.01%,36,2,0.00%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00EGSYJ0O,B00EGSYJ0O,"Taylors of Harrogate Decaffeinated Breakfast Tea, 20 Tea Bags (Pack of 6, total 120 Teabags)",21,0,0.00%,0.00%,26,0,0.00%,0.00%,3.85%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00EIFL1AG,B00EIFL1AG,Colmans Squeezy English Mustard 150 g (Pack of 6),9,0,0.00%,0.00%,9,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00EM6HYHK,B00EM6HYHK,"Pidy Sweet Tartlet Sable, 9.5 cm - Pack of 108",211,23,0.03%,0.09%,296,34,0.03%,0.09%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00EORKH12,B00EORKH12,"Cooks & Co Hearts of Palm Whole, 400 grams",46,0,0.01%,0.00%,52,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FRSYMHGS,B00EXI0HNU,"Rummo Lenta Lavorazione Spaghetti Pasta No.3 - Time-Honoured Italian Pasta, Crafted with Unrivaled Traditional Methods, 500 g (Pack of 1)",176,4,0.02%,0.01%,227,4,0.02%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00EXI0HNU,B00EXI0HNU,"Rummo Lenta Lavorazione Spaghetti Pasta No.3 - Time-Honoured Italian Pasta, Crafted with Unrivaled Traditional Methods, 500 g (Pack of 1)",552,2,0.07%,0.01%,729,3,0.07%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FQJYVXGN,B00EXI0HNU,"Rummo Lenta Lavorazione Spaghetti Pasta No.3 - Time-Honoured Italian Pasta, Crafted with Unrivaled Traditional Methods, 500 g (Pack of 1)","1,480",25,0.20%,0.09%,"2,008",36,0.21%,0.10%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00EYZN1FS,B00EYZN1FS,"Whitakers Assorted Truffles, 920 g, 77 Pieces",21,0,0.00%,0.00%,25,0,0.00%,0.00%,48.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00F0LK554,B00F0LK554,Nielsen-Massey Pure Orange Extract 60 ml (Pack of 2),5,0,0.00%,0.00%,6,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B08C3K5JRR,B00FFUTJP2,Macphie Creme Brulée 1 Litre (Pack of 12),7,0,0.00%,0.00%,7,0,0.00%,0.00%,14.29%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B09S9FZ4WH,B00FKP1VZS,Fever Tree Indian Tonic Water (24 X 200ML),17,0,0.00%,0.00%,19,0,0.00%,0.00%,22.22%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B088Q7NXD4,B00FPMG7TQ,Cooks & Co Chopped Garlic in Oil 1.2 Kg (Pack of 4),46,2,0.01%,0.01%,56,2,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00FR9X8RG,B00FR9X8RG,Callebaut White Chocolate Couverture 5 kg,18,0,0.00%,0.00%,25,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00FXQDRWE,B00FXQDRWE,"Batchelors Mushy Original Processed Peas, 300 g (Pack of 24)",11,0,0.00%,0.00%,14,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FJ9FNYJ6,B00G434BHU,"Lee Kum Kee Premium Light Soy Sauce, No Added Preservatives, 500 ml (Pack of 6)",563,6,0.07%,0.02%,774,7,0.08%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B082YP6NZ3,B00G6AGBLA,"Kewpie Mayonnaise 450g | Rich, Umami-Packed Japanese Mayo","2,071",33,0.27%,0.12%,"2,683",42,0.27%,0.11%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00G8JRA78,B00G8JRA78,Crusha Mixa Raspberry Flavour 1 Litre (Pack of 12),1,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00GAGOARC,B00GAGOARC,Blue Dragon Thai Sweet Chilli Dipping Sauce 1L (Pack of 12),21,3,0.00%,0.01%,26,3,0.00%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0CF54WCRQ,B00GLRYQ2O,Monin Syrup Pump - 1x,"1,387",53,0.18%,0.20%,"2,005",63,0.20%,0.17%,0.06%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00GS9FD9K,B00GS9FD9K,Coca-Cola 330ml (Pack of 24 x 330ml),8,0,0.00%,0.00%,9,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0C34M3JX6,B00GZ01S7I,Border Biscuits 100 Luxury Mini Packs 100x5 Varieties,94,13,0.01%,0.05%,107,18,0.01%,0.05%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0CH1LNQ4Y,B00H2JZ67Y,"MONIN Premium Honeycomb Syrup 1L for Cocktails and Mocktails. Vegetarian, Allergen-Free, 100% Natural Flavours and Colourings",964,24,0.13%,0.09%,"1,164",28,0.12%,0.08%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00H80UXX4,B00H80UXX4,Triple Lion Rice Flour 1.5kg bag,5,0,0.00%,0.00%,5,0,0.00%,0.00%,60.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00HALLOBQ,B00HALLOBQ,Sosa Ascorbic Acid 1 kg,4,1,0.00%,0.00%,6,1,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00HGQI4YK,B00HGQI4YK,Bird's Custard Powder 3kg (Pack of 4 x 3kg),9,0,0.00%,0.00%,11,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00HGQIALM,B00HGQIALM,Macphie Créme Brulée 1 Litre,217,4,0.03%,0.01%,307,10,0.03%,0.03%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00HJVB6YC,B00HJVB6YC,Cooks & Co Chopped Garlic in Oil 1.2kg (Drained Weight 0.95g),3,0,0.00%,0.00%,3,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00HQD4F0K,B00HQD4F0K,Lyle's Black Treacle 7.257 kg,76,4,0.01%,0.01%,102,6,0.01%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00HR1QF40,B00HR1QF40,Nielsen-Massey Pure Orange Extract 60 ml,64,0,0.01%,0.00%,74,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00HR8E8C4,B00HR8E8C4,"Wrapmaster Aluminium Foil Refill box contains 3 x 12"" rolls (300mm x 90m)",4,1,0.00%,0.00%,5,1,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B01EB4DG0Q,B00HWTU7E6,"KTC 100% Pure Coconut Multipurpose Oil 500ml Jar x 6 Qty (pack of 6) - Used for Hair, Cooking, Moisturiser",186,3,0.02%,0.01%,222,3,0.02%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0BVPTFJ4G,B00I3E06P4,Diet Coke 24 x 500ml Bottles,797,23,0.11%,0.09%,"1,029",29,0.11%,0.08%,0.20%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0BX5RV791,B00I4T4BVS,Diet Coke Contour 500ml x 24,104,1,0.01%,0.00%,132,2,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00I4TWDE0,B00I4TWDE0,1 x 3 kg Dark Brown Sugar Baking Cooking Tea Coffee Sweetener,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0CJPJ9MMZ,B00I7C2AWE,Kinder Bueno x 30 1290g,252,12,0.03%,0.04%,316,16,0.03%,0.04%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00I8J9JKM,B00I8J9JKM,Tate & Lyle Fairtrade Unrefined Demerara Sugar 1000g,2,0,0.00%,0.00%,2,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0CHSM97PV,B00I9A3BHC,Lavazza Caffe Decaffeinated Italian Ground Coffee (250g),122,2,0.02%,0.01%,129,2,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0BM5LMH3D,B00I9A5SPU,Kenco Smooth Instant coffee Tin 750g - 6 x 750g,265,122,0.04%,0.45%,309,148,0.03%,0.40%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00I9A61BK,B00I9A61BK,Nescafe Original Granules 6x750g,4,1,0.00%,0.00%,4,1,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00IARWA6W,B00IARWA6W,KTC 100% Pure Coconut Oil 500ml (Pack of 3),"2,140",30,0.28%,0.11%,"2,726",40,0.28%,0.11%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00ICL6UTO,B00ICL6UTO,Lyons Rich Roast Coffee Granules 750 g (Pack of 1),460,54,0.06%,0.20%,644,83,0.07%,0.22%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00ICO9E0S,B00ICO9E0S,"MONIN Premium Peach Syrup 700ml for Cocktails and Mocktails. Vegan-Friendly, Allergen-Free, 100% Natural Flavours and Colourings",391,10,0.05%,0.04%,527,14,0.05%,0.04%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00ISD9NS6,B00ISD9NS6,Crusha Mixa Banana Flavour 1 Litre,2,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00IXJOOIO,B00IXJOOIO,"Heinz HP The Original Brown Sauce, 285 g (Pack of 8)",15,1,0.00%,0.00%,19,4,0.00%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00IXJP244,B00IXJP244,"Heinz Lea and Perrins Worcester Sauce, 290 ml (Pack of 12)",9,0,0.00%,0.00%,14,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00IXJSS22,B00IXJSS22,"Heinz Tomato Squeezy Ketchup, 342 g (Pack of 10)",35,1,0.00%,0.00%,38,1,0.00%,0.00%,2.63%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00J2FJZ7I,B00J2FJZ7I,Lasagne Pasta Sheets 500g Giglio x 2 (Twin Pack),8,0,0.00%,0.00%,10,0,0.00%,0.00%,90.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00JBCNUE6,B00JBCNUE6,"MONIN 10ml Pump. Compatible with 1L Plastic (PET) Bottles (Sugar-Free Syrups, Cloudy Lemonade Concentrate) and 25cl MONIN Syrup Bottles for Easy Use. Use 2 Pumps For Coffee","4,058",157,0.54%,0.58%,"5,432",196,0.55%,0.53%,0.02%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00JC973I2,B00JC973I2,Fermipan Dried Yeast 20x500g,12,2,0.00%,0.01%,13,2,0.00%,0.01%,7.69%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B08TBNKH9Y,B00JEHEJU2,Old India Mustard Seeds Black (Brown) Whole 500 g,286,4,0.04%,0.01%,368,8,0.04%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0BXNQN4G5,B00JEHF262,Old India Cracked Black Pepper 1 Kg,55,4,0.01%,0.01%,71,5,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00JEHFA2S,B00JEHFA2S,Old India Pink Pepper Corns 250 g,48,4,0.01%,0.01%,59,6,0.01%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B08TBGX2Z2,B00JEHFQK4,Old India Coriander Leaves (Cilantro) 500 g,29,1,0.00%,0.00%,38,1,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B08TBVL3CG,B00JEHH12A,Old India Piri Piri Seasoning 500 g,210,5,0.03%,0.02%,281,6,0.03%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00JIV1NL2,B00JIV1NL2,Border Biscuits 100 Mini Packs with 5 Varieties 2 Pack (200 Biscuits),18,0,0.00%,0.00%,23,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00JKAG17M,B00JKAG17M,Camp Chicory and Coffee Essence 241 ml (Pack of 12),83,0,0.01%,0.00%,97,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00JMHSGL2,B00JMHSGL2,Chefs William Bicarbonate of Soda 1 x 1kg,13,1,0.00%,0.00%,15,1,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00JMHTD50,B00JMHTD50,Chef William Baking Powder 1 x 800g,29,2,0.00%,0.01%,32,2,0.00%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00JNGDCLG,B00JNGDCLG,Beetroot Juice Pressed (500g) - x 2 *Twin DEAL Pack*,25,0,0.00%,0.00%,38,0,0.00%,0.00%,22.22%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B00JR794KE,B00JR794KE,SAXA Table Salt 6kg Tub,52,2,0.01%,0.01%,66,2,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B07G7CZQ2M,B00K284L9G,Tabasco Sauce (350ml x 6 pack size),91,12,0.01%,0.04%,131,20,0.01%,0.05%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
